Id,Model,Price,Age_08_04,Mfg_Year,KM,HP,cc,Doors,Gears,Quarterly_Tax,Weight
864,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9750,63,1999,64690,86,1300,3,5,69,1020
865,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,10950,65,1999,64630,110,1600,5,5,85,1070
866,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9750,67,1999,64613,110,1600,5,5,85,1085
867,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8200,60,1999,64383,86,1300,3,5,69,1015
868,TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,8950,68,1999,64000,110,1600,5,5,85,1075
869,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,66,1999,63881,86,1300,3,5,69,1015
870,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10950,58,1999,63870,72,2000,5,5,185,1135
871,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9750,66,1999,63328,86,1300,5,5,85,1065
872,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9950,65,1999,63000,86,1300,5,5,85,1065
873,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,10450,61,1999,63000,86,1300,3,5,69,1050
874,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9850,65,1999,62396,110,1600,3,5,69,1050
875,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,62,1999,62377,110,1600,5,5,85,1075
876,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10295,67,1999,62316,110,1600,3,5,69,1050
877,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,68,1999,62292,110,1600,3,6,85,1065
878,TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,8950,65,1999,62225,110,1600,3,5,69,1050
879,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,1999,62222,110,1600,5,5,85,1075
880,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,66,1999,62135,86,1300,5,5,69,1035
881,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,1999,62024,110,1600,5,5,85,1075
882,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,60,1999,61977,86,1300,3,5,69,1015
883,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,62,1999,61930,110,1600,4,5,69,1035
884,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,57,1999,61682,110,1600,3,5,69,1050
885,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9795,68,1999,61568,110,1600,4,5,69,1035
886,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,8750,68,1999,61504,110,1600,4,5,69,1035
887,TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,8250,65,1999,61384,110,1600,3,5,69,1050
888,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,1999,61343,110,1600,5,5,85,1075
889,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,1999,61254,110,1600,5,5,85,1075
890,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,59,1999,61166,110,1600,3,5,69,1050
891,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,62,1999,61149,86,1300,5,5,69,1040
892,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11250,61,1999,61144,110,1600,5,5,85,1090
893,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,1999,61127,110,1600,3,5,69,1050
894,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,60,1999,61100,86,1300,3,5,69,1015
895,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,68,1999,61100,110,1600,5,5,85,1075
896,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9450,57,1999,61000,110,1600,3,5,69,1050
897,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7995,65,1999,60724,86,1300,3,5,69,1015
898,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10995,59,1999,60708,86,1300,5,5,69,1045
899,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,1999,60532,110,1600,3,5,69,1050
900,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8250,67,1999,60000,86,1300,4,5,69,1030
901,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,66,1999,60000,86,1300,3,5,69,1015
902,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,1999,60000,86,1300,3,5,69,1015
903,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9500,62,1999,59295,86,1300,5,5,69,1035
904,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,65,1999,59264,86,1300,3,5,69,1015
905,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,63,1999,59000,110,1600,3,5,69,1050
906,TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,9950,63,1999,59000,86,1300,5,5,19,1035
907,TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,9750,65,1999,59000,110,1600,5,5,19,1075
908,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9450,61,1999,59000,110,1600,5,5,85,1070
909,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,1999,59000,110,1600,3,5,69,1050
910,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9750,68,1999,58860,110,1600,3,5,85,1055
911,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,1999,58829,110,1600,3,5,69,1050
912,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,66,1999,58654,110,1600,5,5,85,1070
913,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,65,1999,58300,86,1300,3,5,69,1015
914,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,1999,58269,110,1600,3,5,69,1050
915,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,1999,58136,110,1600,5,5,85,1075
916,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9450,66,1999,58113,107,1600,3,5,85,1085
917,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,12950,67,1999,58058,110,1600,3,6,85,1065
918,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9950,58,1999,58000,110,1600,3,5,69,1050
919,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10495,62,1999,58000,110,1600,3,6,85,1065
920,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,68,1999,57565,86,1300,5,5,69,1035
921,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,10500,63,1999,57413,107,1600,5,5,85,1115
922,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,1999,57374,110,1600,5,5,85,1075
923,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,62,1999,57179,110,1600,5,5,85,1075
924,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,1999,57169,110,1600,3,6,85,1065
925,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,63,1999,57124,110,1600,3,6,85,1065
926,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,1999,57000,110,1600,3,5,69,1050
927,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,67,1999,57000,110,1600,3,5,69,1050
928,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,1999,57000,86,1300,5,5,69,1035
929,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,1999,56259,86,1300,3,5,69,1015
930,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,10950,62,1999,56209,107,1600,3,5,85,1080
931,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9250,67,1999,56074,86,1300,4,5,69,1000
932,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,1999,55942,110,1600,5,5,85,1070
933,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9995,57,1999,55844,86,1300,5,5,69,1045
934,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,61,1999,55747,86,1300,3,5,69,1020
935,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10950,58,1999,55478,86,1300,5,5,69,1045
936,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,10350,60,1999,55085,107,1600,5,5,85,1105
937,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,1999,55061,110,1600,5,5,85,1070
938,TOYOTA Corolla 1.3 Hatchback 2/3-Doors,8950,65,1999,55000,86,1300,3,5,69,1015
939,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,57,1999,55000,110,1600,5,5,85,1075
940,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,63,1999,54936,110,1600,5,5,85,1075
941,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,68,1999,54875,110,1600,5,5,85,1070
942,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,67,1999,54847,110,1600,3,5,69,1050
943,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10250,60,1999,54554,110,1600,3,6,85,1065
944,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,61,1999,54125,110,1600,5,5,69,1035
945,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9250,61,1999,54000,110,1600,3,5,85,1055
946,TOYOTA Corolla 1.6 I lb luna 4/5-Doors,10500,57,1999,54000,110,1600,5,5,85,1075
947,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7350,58,1999,54000,86,1300,5,5,69,1035
948,TOYOTA Corolla 2/3-Doors,10250,57,1999,54000,110,1600,3,5,19,1135
949,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,1999,53285,110,1600,5,5,85,1075
950,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,65,1999,53053,110,1600,5,5,85,1075
951,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 2/3-Doors,8950,68,1999,53000,110,1587,3,5,19,1075
952,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,68,1999,53000,86,1300,3,5,69,1015
953,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,64,1999,52968,110,1600,3,5,69,1050
954,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,8450,67,1999,52800,86,1300,3,5,69,1015
955,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,57,1999,52548,110,1600,3,5,69,1050
956,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8400,60,1999,52487,110,1600,4,5,69,1035
957,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9250,66,1999,52383,86,1300,3,5,69,1015
958,TOYOTA Corolla 1.6 linea terra 4/5-Doors,8900,61,1999,52112,110,1600,4,5,69,1035
959,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,58,1999,51712,110,1600,3,5,69,1050
960,TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,10950,58,1999,51421,110,1600,5,3,85,1105
961,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,61,1999,51235,86,1300,4,5,69,1000
962,TOYOTA Corolla 1.3I LINEATERRA 2/3-Doors,8950,65,1999,51000,86,1300,3,5,69,1015
963,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8895,61,1999,50925,110,1600,5,5,85,1070
964,TOYOTA Corolla ,9390,66,1999,50806,86,1300,3,5,19,1480
965,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,59,1999,50469,110,1600,5,5,85,1070
966,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9750,61,1999,50173,110,1600,5,5,85,1075
967,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,1999,50000,110,1600,5,5,85,1075
968,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,65,1999,49942,110,1600,3,6,85,1065
969,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9900,67,1999,49585,110,1600,5,5,85,1085
970,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9500,62,1999,49258,110,1600,4,5,69,1035
972,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,1999,49000,110,1600,3,5,69,1050
973,TOYOTA Corolla 1.6 LL HB 4/5-Doors,9950,63,1999,48738,110,1600,5,5,85,1055
974,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,1999,47750,86,1300,5,5,69,1040
975,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,1999,47612,86,1300,3,5,69,1015
976,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10495,68,1999,47500,86,1300,5,5,69,1035
977,TOYOTA Corolla 1.6 Linea Terra Comfort HB 2/3-Doors,9500,66,1999,47237,110,1600,3,5,69,1050
978,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,58,1999,47171,86,1300,3,5,69,1015
979,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10450,60,1999,47060,110,1600,4,5,69,1035
980,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,1999,47014,86,1300,3,5,69,1015
981,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9900,59,1999,46929,86,1300,3,5,69,1025
982,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8900,63,1999,46000,86,1300,5,5,69,1035
983,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8745,65,1999,45681,110,1600,3,5,69,1050
984,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,8750,65,1999,45549,86,1300,3,5,69,1015
985,TOYOTA Corolla 1.6 GTSi HB 4/5-Doors,10750,57,1999,45000,110,1600,5,5,69,1050
986,TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,9750,57,1999,45000,110,1600,3,5,69,1050
987,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8850,65,1999,45000,110,1600,5,5,85,1075
988,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,66,1999,45000,86,1300,5,5,69,1035
989,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,63,1999,45000,110,1600,4,5,69,1035
990,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9950,61,1999,45000,107,1600,3,5,85,1085
991,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,1999,44944,110,1600,4,5,69,1035
992,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,9950,61,1999,44597,86,1300,3,5,19,1015
993,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9995,68,1999,44458,86,1300,3,5,69,1015
994,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,1999,43818,110,1600,5,5,85,1070
995,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10495,60,1999,43426,110,1600,5,5,85,1070
996,TOYOTA Corolla 1.6 Lin.Terra Aut. 4/5-Doors,7950,58,1999,43000,110,1600,4,3,72,1114
997,TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,8950,68,1999,43000,110,1600,5,5,69,1035
998,TOYOTA Corolla 1.6 16v Liftback Linea Luna 4/5-Doors,9695,57,1999,43000,110,1600,5,5,85,1075
999,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,64,1999,43000,86,1300,3,5,69,1015
1000,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,68,1999,42750,110,1600,3,5,69,1050
1001,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,67,1999,42102,110,1600,5,5,85,1075
1002,TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,9950,63,1999,41586,110,1600,5,5,19,1114
1003,TOYOTA Corolla 1.6 4/5-Doors,9900,64,1999,41200,110,1600,5,5,85,1070
1004,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10950,57,1999,40214,86,1300,3,5,69,1025
1005,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,60,1999,40000,86,1300,4,5,69,1000
1006,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,66,1999,39222,86,1300,3,5,69,1045
1007,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,66,1999,39144,110,1600,3,5,69,1050
1008,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,1999,39000,110,1600,5,5,85,1075
1009,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,61,1999,38019,110,1600,5,5,85,1070
1010,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,68,1999,37759,110,1600,5,5,85,1070
1011,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,61,1999,37500,110,1600,5,5,85,1085
1012,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,60,1999,37111,110,1600,3,5,69,1050
1013,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9750,62,1999,37000,86,1300,3,5,69,1015
1014,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,1999,36954,110,1600,3,5,69,1050
1015,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,60,1999,36943,110,1600,5,5,85,1070
1016,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9950,63,1999,36923,86,1300,5,5,69,1050
1017,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,66,1999,36658,110,1600,3,5,69,1050
1018,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,1999,36000,86,1300,3,5,69,1015
1019,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10450,65,1999,36000,110,1600,3,6,85,1065
1020,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,62,1999,35512,110,1600,3,6,85,1065
1021,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,9250,65,1999,35283,86,1300,3,5,69,1015
1022,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,68,1999,35000,110,1600,3,5,69,1050
1023,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10900,57,1999,35000,86,1300,5,5,69,1045
1024,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,64,1999,34114,110,1600,3,5,69,1050
1025,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11950,58,1999,34000,110,1600,5,5,85,1075
1026,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7900,68,1999,33847,86,1300,4,5,69,1000
1027,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10900,57,1999,33535,110,1600,4,5,69,1035
1028,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10450,65,1999,33000,110,1600,3,5,69,1050
1029,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,59,1999,32150,110,1600,5,5,85,1085
1030,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,1999,31588,86,1300,3,5,69,1015
1031,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,60,1999,31480,110,1600,3,6,85,1065
1032,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9900,57,1999,31307,110,1600,5,5,85,1070
1033,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10750,68,1999,31000,110,1600,4,5,69,1035
1034,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,58,1999,30634,110,1600,5,5,85,1075
1035,TOYOTA Corolla 1.3 Linea Terra Comfort 4/5-Doors,9450,68,1999,30300,86,1300,4,5,69,1000
1036,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10750,60,1999,28500,86,1300,3,5,69,1045
1037,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,60,1999,28500,110,1600,5,5,85,1075
1038,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10000,57,1999,28000,86,1300,3,5,69,1015
1039,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,10500,68,1999,26698,110,1600,3,5,85,1055
1040,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,12500,62,1999,26000,107,1600,3,5,85,1085
1041,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,1999,25505,86,1300,5,5,69,1035
1042,TOYOTA Corolla 1.6 Luna LB 4/5-Doors,10500,58,1999,25000,110,1600,5,5,85,1075
1043,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9245,66,1999,22835,110,1600,3,5,69,1050
1044,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,59,1999,22705,110,1600,5,5,85,1075
1045,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,63,1999,22178,86,1300,3,5,69,1015
1046,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10900,62,1999,17345,110,1600,3,5,69,1050
1047,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,10950,67,1999,15535,86,1300,4,5,69,1030
1048,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,66,1999,15110,86,1300,5,5,69,1035
1049,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA COMM Anders,5900,73,1998,232940,72,2000,5,5,40,1172
1050,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,79,1998,218118,72,2000,5,5,185,1150
1051,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,6000,78,1998,217764,72,2000,5,5,185,1135
1052,TOYOTA Corolla 1.6 LB *G3* AIRCO 4/5-Doors,5250,79,1998,207114,110,1600,5,5,197,1114
1053,TOYOTA Corolla 2.0D LINEA TERRA+airco 2/3-Doors,4400,74,1998,203254,72,2000,3,5,64,1135
1054,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6750,77,1998,200732,72,2000,4,5,185,1100
1055,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,69,1998,197501,72,2000,5,5,185,1135
1056,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,6150,80,1998,194765,72,2000,3,5,185,1120
1057,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,76,1998,191620,72,2000,5,5,185,1150
1058,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,5750,76,1998,183277,72,2000,3,5,185,1115
1059,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8750,78,1998,180378,72,2000,4,5,185,1100
1060,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6500,70,1998,178800,72,2000,3,5,185,1115
1061,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,5950,73,1998,176177,110,1600,5,5,85,1075
1062,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6500,78,1998,176000,86,1300,5,5,69,1035
1063,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,10500,77,1998,172980,72,2000,5,5,64,1135
1064,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,77,1998,170000,72,2000,4,5,185,1100
1065,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,7950,71,1998,164000,110,1600,3,5,19,1050
1066,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5800,78,1998,161775,86,1300,3,5,69,1015
1067,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,1998,160000,86,1300,3,5,69,1015
1068,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,78,1998,159968,72,2000,3,5,185,1115
1069,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5740,74,1998,159908,110,1600,3,5,69,1050
1070,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6550,73,1998,158492,86,1300,3,5,69,1015
1071,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,69,1998,156204,72,2000,3,5,185,1115
1072,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6750,73,1998,156169,86,1300,5,5,69,1035
1073,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,7950,78,1998,155210,110,1600,3,5,69,1050
1074,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7950,69,1998,155000,72,2000,3,5,185,1115
1075,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7450,76,1998,154900,72,2000,5,5,185,1140
1076,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,7750,70,1998,151300,72,2000,5,5,185,1150
1077,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,6450,71,1998,151000,110,1600,5,5,197,1094
1078,TOYOTA Corolla 2.0D Linea Terra 2/3-Doors,7900,75,1998,150000,72,2000,3,5,64,1135
1079,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,69,1998,146304,72,2000,3,5,185,1115
